My Prev,Incoming Shot,Incoming Direction,Opponent Previous,Outgoing Direction,Outgoing Shot,Point Winner,Rally,Serving,Serve,Second Prev,Opponent_2nd,Prev Shot,Surface
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
2,backhand groundstroke,middle,3,right,backhand slice,1,6,yes,down the t,3,1,backhand slice,Hard
3,backhand volley,left,5,middle,backhand lob,0,10,yes,down the t,3,3,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,middle,forehand groundstoke,1,8,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand groundstroke,left,2,left,backhand slice,0,5,yes,out wide,2,1,forehand groundstoke,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,1,9,yes,down the t,3,3,backhand slice,Hard
2,forehand groundstoke,middle,1,middle,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,1,6,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
3,backhand groundstroke,left,1,middle,backhand groundstroke,0,4,yes,down the t,1,3,down the t,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,0,7,yes,body,3,3,backhand slice,Hard
5,backhand slice,middle,3,right,backhand volley,1,5,yes,down the t,2,1,forehand groundstoke,Hard
1,backhand groundstroke,right,1,right,forehand groundstoke,1,3,yes,down the t,1,1,down the t,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,0,9,yes,out wide,1,2,forehand groundstoke,Hard
3,backhand groundstroke,left,3,middle,backhand slice,0,5,yes,down the t,3,1,backhand slice,Hard
5,backhand slice,middle,3,left,backhand volley,1,5,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand groundstroke,left,2,left,backhand groundstroke,0,5,yes,out wide,2,1,backhand groundstroke,Hard
6,forehand groundstoke,left,1,middle,forehand overhead,1,3,yes,down the t,1,6,down the t,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
3,backhand groundstroke,left,3,right,backhand dropshot,0,7,yes,out wide,3,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Hard
3,forehand groundstoke,left,2,left,backhand groundstroke,1,5,yes,down the t,1,1,forehand slice,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,4,yes,out wide,1,2,out wide,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,9,yes,out wide,3,3,forehand groundstoke,Hard
2,forehand slice,middle,1,left,forehand groundstoke,1,9,yes,out wide,1,1,forehand groundstoke,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,0,16,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,10,yes,down the t,3,3,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand slice,0,13,yes,out wide,1,1,forehand groundstoke,Hard
1,backhand slice,right,3,right,forehand groundstoke,0,7,yes,out wide,3,3,backhand groundstroke,Hard
3,backhand slice,left,2,right,backhand groundstroke,0,5,yes,out wide,2,1,backhand groundstroke,Hard
1,backhand dropshot,right,3,left,forehand slice,0,8,yes,down the t,3,3,backhand groundstroke,Hard
1,forehand groundstoke,right,3,right,forehand groundstoke,1,6,yes,down the t,3,1,backhand groundstroke,Hard
3,forehand groundstoke,left,2,left,backhand groundstroke,1,10,yes,down the t,3,1,backhand slice,Hard
3,forehand groundstoke,left,1,right,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Hard
3,forehand groundstoke,left,1,right,backhand groundstroke,0,10,yes,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,1,5,yes,out wide,3,1,forehand groundstoke,Hard
2,backhand groundstroke,middle,3,right,forehand groundstoke,1,5,yes,down the t,2,1,forehand groundstoke,Hard
1,backhand slice,right,1,right,forehand groundstoke,0,3,yes,body,1,1,body,Hard
2,backhand slice,middle,1,left,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
3,backhand groundstroke,left,3,left,forehand groundstoke,0,5,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand volley,left,5,right,backhand groundstroke,0,8,yes,down the t,3,2,backhand slice,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
3,forehand groundstoke,left,1,middle,backhand groundstroke,0,15,yes,out wide,1,1,forehand groundstoke,Hard
4,backhand groundstroke,right,3,right,forehand volley,1,13,yes,out wide,4,1,forehand volley,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,0,3,yes,body,1,2,body,Hard
4,forehand groundstoke,right,1,left,forehand volley,1,11,yes,out wide,3,3,backhand groundstroke,Hard
5,backhand slice,middle,3,left,backhand volley,1,5,yes,out wide,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
2,backhand slice,middle,2,left,forehand groundstoke,1,6,yes,out wide,2,1,forehand groundstoke,Hard
1,backhand groundstroke,right,2,left,forehand groundstoke,0,5,yes,out wide,2,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,3,right,backhand groundstroke,1,18,yes,body,3,1,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,0,3,yes,out wide,1,2,out wide,Hard
3,backhand groundstroke,left,3,middle,backhand groundstroke,0,6,yes,out wide,3,1,forehand dropshot,Hard
3,backhand slice,left,1,left,backhand groundstroke,1,4,yes,down the t,1,3,down the t,Hard
3,forehand groundstoke,left,3,middle,backhand lob,0,6,yes,down the t,3,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
3,forehand groundstoke,left,2,right,backhand slice,0,8,yes,out wide,1,2,forehand groundstoke,Hard
1,backhand groundstroke,right,2,middle,forehand groundstoke,0,16,yes,out wide,1,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Hard
5,forehand lob,middle,1,left,forehand overhead,0,12,yes,out wide,3,1,backhand groundstroke,Hard
3,backhand volley,left,6,right,backhand slice,0,7,yes,out wide,1,2,forehand groundstoke,Hard
3,backhand slice,left,3,left,forehand groundstoke,1,8,yes,body,2,3,forehand groundstoke,Hard
6,backhand lob,left,3,left,forehand overhead,1,6,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,12,yes,out wide,2,3,backhand slice,Hard
2,backhand slice,middle,2,right,backhand groundstroke,1,9,yes,out wide,2,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,right,backhand slice,0,4,yes,down the t,1,3,down the t,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Hard
3,backhand slice,left,3,left,backhand groundstroke,0,11,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,20,yes,out wide,1,2,forehand groundstoke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
5,backhand slice,middle,3,right,forehand volley,1,5,yes,down the t,1,1,forehand groundstoke,Hard
2,backhand slice,middle,1,right,forehand groundstoke,0,3,yes,body,1,2,body,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,1,4,yes,down the t,1,3,down the t,Hard
3,forehand groundstoke,left,1,left,backhand slice,0,3,yes,out wide,1,3,out wide,Hard
5,backhand slice,middle,1,right,forehand volley,1,3,yes,out wide,1,5,out wide,Hard
3,backhand slice,left,3,right,backhand groundstroke,1,7,yes,out wide,6,3,backhand volley,Hard
3,forehand groundstoke,left,2,left,backhand groundstroke,0,5,yes,out wide,1,1,forehand groundstoke,Hard
2,backhand slice,middle,1,right,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
6,backhand groundstroke,left,3,middle,backhand volley,0,5,yes,out wide,5,1,forehand volley,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,12,yes,out wide,3,3,backhand groundstroke,Hard
6,forehand groundstoke,left,1,left,backhand volley,1,4,yes,down the t,1,6,down the t,Hard
3,forehand slice,left,1,left,backhand groundstroke,0,5,yes,down the t,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,1,8,yes,body,2,1,forehand groundstoke,Hard
1,backhand dropshot,right,2,left,forehand groundstoke,1,15,yes,out wide,2,1,backhand groundstroke,Hard
3,forehand groundstoke,left,2,middle,backhand slice,0,5,yes,body,3,1,backhand slice,Hard
4,backhand slice,right,2,middle,forehand volley,0,11,yes,out wide,3,2,backhand groundstroke,Hard
5,backhand slice,middle,1,right,forehand swing volley,1,4,yes,down the t,1,5,down the t,Hard
3,forehand groundstoke,left,1,middle,backhand groundstroke,0,8,yes,out wide,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,5,yes,out wide,3,1,backhand groundstroke,Hard
3,backhand slice,left,3,left,forehand groundstoke,1,8,yes,down the t,1,1,forehand groundstoke,Hard
2,backhand slice,middle,3,left,forehand groundstoke,1,16,yes,down the t,2,3,forehand groundstoke,Hard
2,backhand groundstroke,middle,3,left,forehand groundstoke,0,7,yes,down the t,2,3,backhand groundstroke,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,1,4,yes,out wide,1,3,out wide,Hard
6,forehand groundstoke,left,1,middle,backhand volley,1,11,yes,out wide,1,3,forehand groundstoke,Hard
1,backhand groundstroke,right,3,middle,forehand slice,0,5,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,10,yes,down the t,2,3,forehand groundstoke,Hard
2,backhand groundstroke,middle,3,right,forehand groundstoke,1,10,yes,out wide,2,3,backhand groundstroke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,10,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,left,forehand groundstoke,0,5,yes,out wide,3,1,backhand groundstroke,Hard
2,forehand slice,middle,1,left,forehand groundstoke,1,9,yes,down the t,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,right,backhand groundstroke,0,3,yes,down the t,1,3,down the t,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,3,yes,body,1,2,body,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,5,yes,out wide,2,1,forehand groundstoke,Hard
1,backhand groundstroke,right,1,right,forehand groundstoke,1,3,yes,down the t,1,1,down the t,Hard
3,forehand groundstoke,left,2,right,backhand slice,0,18,yes,body,3,2,backhand slice,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,0,3,yes,body,1,2,body,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
3,backhand slice,left,3,right,forehand groundstoke,0,7,yes,out wide,2,1,forehand groundstoke,Hard
1,backhand slice,right,2,right,forehand groundstoke,0,19,yes,body,3,3,backhand slice,Hard
6,backhand groundstroke,left,3,left,backhand volley,1,5,yes,down the t,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,0,21,yes,body,1,3,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,middle,backhand groundstroke,0,3,yes,body,1,2,body,Hard
4,forehand slice,right,2,left,forehand volley,0,7,yes,down the t,6,1,backhand volley,Hard
3,backhand slice,left,3,left,backhand slice,0,16,yes,down the t,3,3,backhand slice,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,7,yes,out wide,1,3,forehand groundstoke,Hard
2,forehand slice,middle,2,right,forehand groundstoke,1,12,yes,out wide,3,1,backhand groundstroke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,6,yes,body,2,1,backhand slice,Hard
1,forehand groundstoke,right,2,left,forehand groundstoke,0,8,yes,out wide,2,3,backhand slice,Hard
6,forehand slice,left,1,right,backhand volley,1,11,yes,out wide,2,1,backhand dropshot,Hard
5,forehand groundstoke,middle,1,right,backhand volley,1,3,yes,out wide,1,5,out wide,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,8,yes,body,1,1,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,left,backhand groundstroke,0,3,yes,body,1,2,body,Hard
3,forehand groundstoke,left,1,right,backhand groundstroke,1,12,yes,body,2,2,forehand groundstoke,Hard
2,forehand groundstoke,middle,2,right,forehand groundstoke,1,5,yes,body,2,1,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,5,yes,body,1,1,forehand groundstoke,Hard
4,backhand groundstroke,right,3,right,forehand half volley,1,7,yes,out wide,2,1,forehand groundstoke,Hard
5,forehand groundstoke,middle,2,right,forehand volley,0,6,yes,down the t,3,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,middle,backhand groundstroke,0,3,yes,body,1,2,body,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,0,3,yes,down the t,1,3,down the t,Hard
2,backhand groundstroke,middle,1,middle,backhand groundstroke,0,3,yes,down the t,1,2,down the t,Hard
3,forehand groundstoke,left,1,left,backhand slice,0,11,yes,down the t,1,3,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,right,backhand groundstroke,0,3,yes,body,1,2,body,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
3,forehand groundstoke,left,1,middle,backhand slice,1,4,yes,down the t,1,3,down the t,Hard
3,backhand groundstroke,left,3,middle,backhand groundstroke,0,9,yes,out wide,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,middle,forehand groundstoke,0,7,yes,body,1,3,forehand groundstoke,Hard
3,backhand groundstroke,left,3,middle,backhand groundstroke,0,10,yes,body,2,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,left,forehand groundstoke,1,3,yes,down the t,1,3,down the t,Hard
2,backhand groundstroke,middle,3,left,backhand dropshot,0,8,yes,out wide,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,22,yes,body,1,3,forehand groundstoke,Hard
2,forehand groundstoke,middle,2,right,forehand groundstoke,1,9,yes,body,3,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
5,backhand slice,middle,3,left,forehand volley,1,9,yes,out wide,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,3,right,forehand groundstoke,1,24,yes,body,3,2,backhand slice,Hard
3,backhand slice,left,3,right,forehand groundstoke,1,13,yes,down the t,2,1,backhand slice,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,body,1,2,body,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
6,backhand groundstroke,left,3,left,backhand half volley,0,6,yes,out wide,1,1,forehand groundstoke,Hard
3,backhand slice,left,3,middle,backhand slice,0,7,yes,body,3,3,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,7,yes,out wide,2,2,forehand groundstoke,Hard
2,backhand slice,middle,1,right,forehand groundstoke,0,3,yes,body,1,2,body,Hard
3,backhand groundstroke,left,3,left,backhand slice,0,5,yes,body,1,1,forehand groundstoke,Hard
2,backhand slice,middle,1,left,forehand groundstoke,1,3,yes,body,1,2,body,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,body,1,2,body,Hard
2,forehand groundstoke,middle,2,right,forehand groundstoke,0,5,yes,body,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,right,backhand groundstroke,0,3,yes,down the t,1,2,down the t,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
5,backhand slice,middle,3,middle,forehand swing volley,1,9,yes,down the t,3,2,backhand groundstroke,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,0,7,yes,out wide,2,2,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,5,yes,down the t,3,1,backhand slice,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,1,4,yes,out wide,1,2,out wide,Hard
2,backhand groundstroke,middle,3,right,forehand groundstoke,1,8,yes,body,2,2,forehand groundstoke,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,0,9,yes,down the t,3,3,backhand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,8,yes,down the t,2,3,forehand groundstoke,Hard
1,backhand slice,right,1,right,forehand groundstoke,0,3,yes,body,1,1,body,Hard
2,backhand slice,middle,1,right,forehand groundstoke,0,3,yes,body,1,2,body,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,1,18,yes,down the t,2,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,9,yes,body,2,3,backhand slice,Hard
2,backhand groundstroke,middle,3,middle,backhand groundstroke,1,8,yes,body,2,1,forehand groundstoke,Hard
2,backhand groundstroke,middle,2,right,backhand groundstroke,0,9,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand groundstroke,left,1,left,backhand groundstroke,1,4,yes,out wide,1,3,out wide,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,4,yes,out wide,1,1,out wide,Hard
3,backhand overhead,left,5,middle,backhand lob,0,12,yes,body,1,2,forehand lob,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,4,yes,body,1,2,body,Hard
2,backhand groundstroke,middle,2,left,forehand groundstoke,1,10,yes,down the t,3,2,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Hard
1,backhand volley,right,5,left,forehand groundstoke,1,7,yes,down the t,3,2,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,1,4,yes,out wide,1,2,out wide,Hard
